code,name,udm,sell_price
MAT086,BABERO P/DENTISTAC/50,,
112056,YASMIN 24/4 3/0.02MG CPR 28  142,MEDICAMENTO,437.8
SER741,EXCISION DE LESION DE VAINA TENDINOSA O CAPSULA (EJ. QUISTE O GANGLION) PIERNA Y/O TOBILLO,,"3,674.93"
SER226,ANTEBRAZO Y MUÑECA. INCISION- CON DEBRIDACION DE MUSCULO Y/O NERVIO NO VIABLE.(PARA DEBRIDACION VER TAMBIEN 11000-11040).,,"5,501.95"
MAT215,CASCO CEFALICO DESECHABLE CHICO,,574
SER023,SERVICIO TERAPIA INTENSIVA,,"7,733.44"
LAB964,PROTROMBINA (FACTOR II) MUTACION,,"3,882.86"
111233,TRAMACET 37.5/325MG C/20 TAB,MEDICAMENTO,571.47
MAT064,APOSITO ESTERIL 20 X 8,,36.67
MAT1263,LACTICARE CREMA LIQUIDA 120ML,,241.1
100018,SOL CLOR.SODIO 9% MINIOVAL 100ml GE,MEDICAMENTO,56.41
IMA130,RX PIERNA 2 POSICIONES (TIBIA PERONE),,649.04
107271,MINRAAM 500MG C/30 TAB (METFORMINA),MEDICAMENTO,82.9
LAB781,KOH DIRECTO DE HONGOS TINCION DE,,192.74
MAT1464,BOTA WALKER ALTA MEDIANA,MATERIAL DE CURACION,"3,059.13"
SER1520,RTU PROSTATA SERVICIOS MEDICOS,,"11,724.28"
LAB667,FOSFATASA ACIDA TOTAL Y PROSTATICA,,471.92
106311,KLARICID-HP 500 MG TAB 10,MEDICAMENTO,660.49
PQ043,BIOPSIA MAMA BIL/GRAL/AMB/2BCH,SERVICIO,"8,790.62"
MAT676,MANGA RODILLA CON ORIFICIO GRANDE,,475.6
SER595,CRIOCIRUGIA DE TUMOR RECTAL BENIGNO,,"1,252.82"
107927,NEXIUM 2.5 MG PED GRANULADO SB 28,MEDICAMENTO,407.05
IMA251,US DOPPLER ARTERIAL O VENOSO 2 PIERNAS,,"2,066.94"
LAB461,CAPTURA HIBRIDOS PARA VPH ALTO Ó BAJO R,,"1,793.07"
MAT1168,TUBO ROJO PLASTICO C/100 MCA BD,,337.84
SER804,EXCISION O CURETAJE DE QUISTE OSEO O TUMOR BENIGNO EN TARSO O METATARSO CON INJERTO (INCLUYE OBTENCION DEL INJERTO),,"4,948.63"
SER270,ARTRODESIS POR DEFORMIDAD ESPINAL- OCHO O MAS VERTEBRAS,,"34,160.15"
103727,DOLOCAM PLUS 15/215MG CAPS20 500,MEDICAMENTO,"1,287.74"
LAB780,JC VIRUS DNA POR PCR,,"6,508.81"
MAT1005,SONDA GASTRO TIPO LEVIN CAL 12,,32.75
SER425,CESAREA CON HISTERECTOMIA TOTAL O SUBTOTAL,,"16,516.31"
SER881,GASTRECTOMIA PARCIAL PROXIMAL POR VIA TORACICA O ABDOMINAL INCLUYENDO ESOFAGO-GASTROSTOMIA CON VAGOTOMIA,,"20,191.25"
MAT746,MONOCRYL 4-0 Y496G,,"2,796.13"
MAT1411,Cleaner 1000 mL,,"2,225.48"
111794,VIRAZIDE 400MG CAJA C/18 CAPS (RIBAVIRINA),MEDICAMENTO,"1,527.52"
113028,LANOXIN (DIGOXINA) AMP 0.25MG/ML,MEDICAMENTO,405.6
109837,ROBITUSSIN-D-M PED 60 ML,MEDICAMENTO,120.45
103035,CORPOTASIN-LP 1500 MG TAB 30,MEDICAMENTO,487.98
SER1258,RECTO. DRENAJE TRANSRECTAL DE ABSCESO PELVICO.,,"3,246.89"
SER1185,OVIDUCTOS Y OVARIOS. SALPINGECTOMIA UNI O BILATERAL,,"9,176.89"
SER933,HISTERECTOMIA VAGINAL CON REMOCION DE TROMPAS UTERINAS Y/U OVARIOS.,,"17,476.80"
PQCE010,PAQUETE 10 REHABILITACION+ CONSULTA REHABILITADOR,SERVICIO,"3,407.04"
SER422,CERVICECTOMIA CON REPARACION ANTERIOR Y/O POSTERIOR,,"10,909.95"
110679,SUPOSITORIOS SENOSIAIN ADULTO C/20,MEDICAMENTO,98.01
SER1781,SALA DE CUIDADO ESPECIAL,SERVICIO,"3,577.07"
IMAEXT085,TC CUELLO (CONTRASTADO),,"2,982.00"
LAB402,BIOPSIA DE PULMON RESECCION LOBECTOMIA,,"1,219.71"
SER522,COLOCACION O EXTRACCION EN HUMERO Y CODO. EXTRACCION DE CUERPO EXTRAÑO EN TEJIDO SUBCUTANEO DE BRAZO O CODO,,"2,088.03"
MAT10027,KLEENEX DOBLE HOJA 90 PAÑUELOS,OTROS,
MAT886,QUITA GRAPAS,,726.4
IMA167,RX TRANSITO INTESTINAL,,"1,297.92"
LAB430,BIOPSIA DE UTERO HISTERECTOMIA SIMPLE,,"1,061.79"
SER490,COLECISTECTOMIA CON EXPLORACION DE VIAS BILIARES,,"16,098.71"
SER1848,SERVICIOS MEDICOS(PARTICULAR),,"2,700.00"
100646,AMAN-CLO-PARAC 50/3/300 MG TAB 15,MEDICAMENTO,89.7
MAT240,CATETER UMBILICAL 5.0 FRCH,,137.53
SER172,EXICISION DE LESIONES MAMARIA ADICIONALES IDENTIFICADAS POR MARCADORES RADIOLOGICOS,,"3,100.73"
SER2001,INTERCONSULTA CIRUGIA PLASTICA NOCTURNO,,850
MAT912,REFERENCE ELECTROLYTE (1X250ML),,640.46
SER1161,OSTECTOMIA COMPLETA DE OTRA CABEZA METATARSAL (EXCEPTO 5º),,"3,674.93"
LAB795,LINFOCITOS ANALISIS DE PROLIFERACION DE ANTIGENOS MITOGENOS,,"13,047.99"
SER1852,GRAPADORA CIRCULAR,,"12,495.60"
SER1142,NEURECTOMIA TIMPANICA,,"8,696.65"
SER883,GASTRECTOMIA TOTAL; CON RECONSTRUCCION TIPO Y DE ROUX,,"20,755.01"
SER1186,PALADAR Y UVULA. PALATOPLASTIA PARA PALADAR HENDIDO DE PALADAR BLANDO Y/O DURO.,,"12,006.18"
111663,VENTOLIN SUSP AEROSOL 100MCG C/200 DOSIS C/DISPOSITIVO (SALBUTAMOL),MEDICAMENTO,415.93
LAB993,RAST SULFA METOXAZOL,,"1,121.40"
103226,DEBRIDAT PEDIÁTRICO 800MG FCO C/40ML (TRIMEBUTINA),MEDICAMENTO,163.18
MAT940,SABANA DESECHABLE 1.00 X 2.00,,228.62
SER1703,VULVECTOMIA RADICAL; PARCIAL CON LINFADENECTOMIA INGUINOFEMORAL UNILATERAL,,"15,764.62"
103434,SOLUCION DEXTROCON DX-50% C/50ML (DEXTROSA),MEDICAMENTO,218.5
MATSER133,TORNILLO ESPONJOSO 4.0MM,,321
IMA414,TC UROLOGICO SIMPLE/CONTRASTADO,,"7,505.12"
SER1620,TORACOTOMIA LIMITADA PARA BIOPSIA DE PULMON O PLEURA,,"14,971.17"
SER507,COLOCACION DE CANULA O CATETER INTRAPERITONEAL PARA DRENAJE O DIALISIS; PERMANENTE,,"2,683.13"
MAT590,INSYTE # 24GX19MM BD (YELCO),,687.49
SER1819,USO CISTOSCOPIO/ 2 CATERTER BIL/GUIA/DOBLE J,,"10,915.84"
SER998,INYECCION DE SOLUCION PARA LINFANGIOGRAFIA,,"2,630.92"
LAB213,ANTICUERPOS ANTI INFLUENZA VIRUS B,,936.84
LAB415,BIOPSIA DE TEJIDOS BLANDOS FIBROMA-LIPOMA MULTIPLE,,"1,438.38"
LAB512,CITOLOGIA POR ASPIRACION DE PULMON,,648.32
109036,PRAZOLAN DUAL 40 MG GRAG 14,MEDICAMENTO,649.26
107520,MOBICOX 7.5MG TAB 7,MEDICAMENTO,330.79
SER1780,SERVICIO DE ANESTESIA GENERAL/PLEXO/ANALGESIA POST OPERATORIA ,SERVICIO MEDICO,"5,408.00"
LAB036,LIPOPROTEINAS DE ALTA DENSIDAD (HDL),,89.9
SER1924,PLACA RADIOFRECUENCIA,,675
SER840,FASCIOTOMIA DESCOMPRESIVA DE PIERNA COMPARTIMENTO ANTERIOR Y/O LATERAL Y POSTERIOR CON DEBRIDACION DE MUSCULO Y/O NERVIO NO VIABLE,,"14,856.33"
110402,SOLUCION NM EN DX-5 INY.1000ML,MEDICAMENTO,216.22
LAB957,PROTEASA DE UNION AL FACTOR DE VON WILLEBRAND,,"3,027.78"
MAT808,PELICULA DVB PARA MASTOGRAFIA 8X10   CAT.1411156,,73.85
SER532,COLONOSCOPIA PARA CONTROL DE SANGRADO POR CUALQUIER METODO.,,"5,366.24"
SER5014,TOALLA REPETIDORA 90,,34.07
IMA241,US 3 D EN PAQUETE EMBARAZO,,"1,185.83"
105506,GRANEODIN B 10MG C/24 PASTILLAS (BENZOCAINA),MEDICAMENTO,203.73
MAT858,PROLENE 2-0 8185T,,"1,312.00"
MAT570,HUATA 10CMS,,189.08
SER1831,USO ESFINTEROTOMO TRIPLE,,"6,508.32"
MAT1395,FAJA SACROLUMBAR ENTALLADA-XG FA6-XG,,414.8
SER108,USO ROPA DE CAMA ADICIONAL,,53.15
SER287,ARTROPLASTIA TOTAL DE HOMBRO ( PARA REMOCION TOTAL DE HOMBRO VER 23331) (PARA OSTEOTOMIA DE HUMERO PROXIMAL VER 24400),,"25,338.23"
111313,TRILEPTAL 300 MG TAB 20,MEDICAMENTO,526.81
SER1147,NEURORRAFIA DELPLEXO LUMBAR,,"11,431.96"
SER1358,REDUCCION CERRADA DE FRACTURA DE HUMERO PROXIMAL CON MANIPULACION CON O SIN TRACCION ESQUELETICA.,,"4,510.15"
SER643,DIAFRAGMA. SUTURA DE LACERACION DE DIAFRAGMA,,"13,415.59"
SER1618,TORACOSTOMIA CON RESECCION DE COSTILLA POR EMPIEMA,,"14,971.17"
MAT998,SONDA FOLEY EST.SILICONIZ. 3V GLB30 FR22,,218.11
SER1986,QUICKCLEAN HEMOSTATICO ABSORBIBLE,SERVICIO,"11,302.20"
MAT1184,VASELINA NOSMEN TARRO 60GR,,80.57
113568,RELATRAC (BESILATO DE ATRACURIO) AMP 50MG/5ML,MEDICAMENTO,188.6
109993,SECUENTEX-21 80MCG/2MG CAJA C/21 TABS 15BCA/6VDE (MESTRANOL/CLORMADINONA),MEDICAMENTO,150.66
106784,LOMEXIN 1G OV 2,MEDICAMENTO,293.75
SER1000,INYECCION DE SUSTANCIA ANESTESICA (INCLUYENDO NARCOTICOS); SUBARACNOIDEO O SUBDURAL ESPACIO UNICO,,"2,818.85"
SER1776,ELECTROENCEFALOGRAMA,SERVICIO,"4,212.00"
113094,METRONIDAZOL FCO AMP 500MG/100ML,MEDICAMENTO,189.28
MAT1097,TP TROMBOPLASTINA LIQ ACT 200 PBS I.D,,"2,016.49"
LAB681,FTA ABS (ANTICUERPOS ANTITREPONEMA POR F,,483.6
MAT236,CATETER SURFLO # 18,,53.87
MAT192,CAMPO QUIRURGICO ESTERIL C/ADHESIVO 50X70CM,,98.25
101966,BUSCAPINA 10 MG GRAG 36,MEDICAMENTO,269.66
SER1304,REDUCCION ABIERTA DE FRACTURA METATARSAL CON O SIN MATERIAL DE OSTEOSINTESIS,,"5,648.13"
LAB719,HEPATITIS D (DELTA)  ANTICUERPO,,"1,164.62"
110309,SINGULAIR 5MG MAST C/20 COMP ,MEDICAMENTO,945.1
LAB818,METANEFRINAS EN PLASMA,,"2,242.80"
SER1936,TRIGGER FLEX BIPOLAR,,"59,616.00"
MAT127,BOLSA P UROCULTIVO INF NIÑO,,14.6
MATSER068,JERINGA VIDRIO 5CC,,228.27
LAB547,CORTISOL EN SALIVA,,"2,784.82"
SER932,HISTERECTOMIA VAGINAL CON COLPOURETROCISTOPEXIA (TIPO MARSCHALL MARCHETTI- KRANTZ PEREYRA CON O SIN CONTROL ENDOSCOPICO),,"19,282.95"
SER691,ENDOSCOPIAS DE VEJIGA. CISTOURETROSCOPIA (SIN OTRO PROCEDIMIENTO),,"1,868.79"
MATSER027,TORNILLO CANULADO 3.5MM,,"6,457.50"
MAT804,PARAFINA CJA C/6 LIBRAS,,950.04
SER5012,TOALLA DE BAÑO,,124.43
LAB789,LEGIONELLA pneumophila (ANTIGENO),,"1,282.60"
MATSER055,CLAVO STEIMAN 332,,160.5
102684,CLAMOXIN 12H SUSP 40ML PED ANT,MEDICAMENTO,99.53
LAB869,PANEL DE ALIMENTOS IgG (QUEST),,"3,450.65"
MAT3322,CATETER TORAXICO 24 FR,OTROS,400
102389,CELESTAMINE NS SOL PED FCO C/60 ML (LOARATDINA/BETAMETASONA),MEDICAMENTO,374.92
LAB182,ANTICUERPOS ANTI GIARDIA LAMBLIA,,"1,856.15"
LAB311,BENCIDINA EN ORINA (DICLOROBENCIDINA),,"2,814.02"
106850,LOSARTAN 50 MG COMPR C 30,MEDICAMENTO,205.07
SER518,COLOCACION DE PROTESIS PENEANA (INFLABLE),,"12,277.61"
LAB144,ANTICUERPOS ANTI CISTICERCOS SUERO POR WB,,957.86
MAT10014,CARTUCHO DE CARBON,OTROS,
MATSER022,PLACA ANTEBRAZO 10 ORIFICIOS,,"2,514.74"
SER5006,COBIJA TERMICA AZUL / ROSA,,147.66
SER810,EXCISION PARA LIBERACION DE TENDON DE ANTEBRAZO Y/O MUÑECA,,"3,246.89"
LAB807,MARCADOR HER2NEU TECNICA DE FISH,,"6,407.18"
MATSER072,LENTE ARTROCOPIA,,"2,362.50"
SER1821,SERVICIO BRONCOSCOPIA,,"13,761.00"
MAT1075,TIRAS REACTIVAS PARA GLUCOSA  (50),,664.2
107736,NAROPIN 7.5 MG AMP 5X20 ML,MEDICAMENTO,"1,310.36"
IMA410,ULTRASONIDO DOPPLER DE MIEMBROS SUPERIORES,,916.36
MAT10032,KIT DE PREPARACION C/ ESPUMA CON PUERTO PEQUEÑO (18X8X3) 66800794,OTROS,"3,300.00"
LAB782,LABORATORIO( PANEL PRETRANSFUSION ),,"1,156.45"
104374,EUTIROX 50 MCG TAB 50 3490,MEDICAMENTO,196.46
IMAEXT021,RM ext CONTINUACION O CONTROL YA CONOCIDO,,"2,982.00"
SER182,ACETABULOPLASTIA (EJ. TIPO WHITMAN COLONNA HARGROVES ),,"21,464.93"
LAB075,ACIDO HOMOVANILICO EN ORINA DE 24 HORAS,,"2,766.13"
111357,TRINSICA 20 MG CAPS 15,MEDICAMENTO,285.5
SER1943,APLICACION PARCHE DE PIEL,,"2,998.24"
IMA154,RX TOBILLO 3 POSICIONES O STRESS,,649.04
LAB070,ACIDO DELTA AMINOLEVULINICO EN ORINA DE 24 HRS.,,"1,919.24"
LAB1110,VITAMINA D (HIDROXIN),,"1,023.40"
SER525,COLONOSCOPIA CON EXTRACCION DE TUMOR (S) POLIPO (S) U OTRAS LESIONES.,,"4,656.31"
PQEM032,PERFIL OPERATIVO SOLDADORES MC INSTALACIONES,,880
PQEM002-06052015,EXAMEN ADMISION FEMENINO,,
SER285,ARTROPLASTIA DE RODILLA,,"18,635.67"
LAB028,FACTOR REUMATOIDE CUANTITATIVO,,264.84
SER954,IMPLANTE INMEDIATO DE PROTESIS MAMARIA SEGUIDA DE MASTOPEXIA MASTECTOMIA O RECONSTRUCCION,,"12,423.78"
SER526,COLONOSCOPIA (SERVICIOS MEDICOS),,"3,866.72"
SER1964,RENTA CONSOLA DE RADIOFRECUENCIA,,"20,250.00"
112276,ZYPREXA ZYDIS 5MG CAJA C/14 TABS (OLANZAPINA),MEDICAMENTO,"1,573.58"
100316,AEROFLUX SOL 120 ML,MEDICAMENTO,340.51
111562,UXICOLIN 2 ml c/5 amp,MEDICAMENTO,317.81
103007,CONTRACTUBEX GEL 30 G,MEDICAMENTO,689.27
PQ038,ARTROSC MENISCO/BLOQ/AMB,,"14,352.00"
SER969,INCISION Y DRENAJE DE ABSCESO PERIANAL.,,"1,106.66"
MAT574,HUMIDIFICADOR VACIO 500 ML. 3 PSI,,186.42
SER385,BIOPSIA- PROFUNDA DE TEJIDOS BLANDOS DE ANTEBRAZO Y/O MUÑECA,,"2,965.00"
PQEM004,EXAMEN DE INGRESO PINTURAS OSEL,,650
SER316,ARTROTOMIA DE ARTICULACION ACROMIOCLAVICULAR O ESTERNOCLAVICULAR POR INFECCION CON EXPLORACION DRENAJE O EXTRACCION DE CUERPO EXTRAÑO,,"9,406.58"
IMA103,RX HOMBRO 3 POSICIONES,,670.59
PQ037(1)-01012016,PAQUETE PARTO COMPLETO PLUS 2016,SERVICIO,"20,311.74"
100096,ACANOL 2MG CPR 12,MEDICAMENTO,210.01
MAT135,BOLSA RESIDUOS BIOL ROJA 50X60,,14.35
LAB1011,SERVICIO DE TRANSFUSION CRIOPRECIPITADO,,"1,965.60"
103876,DURATER 40MG C/10 COMP ,MEDICAMENTO,218.88
MAT1207,VENDA ELASTICA 15CM LEROY,,75.33
LAB345,BIOPSIA DE GLANDULA MAMARIA,,"1,061.79"
IMA019,RM ARTICULACION TEMPORO MANDIBULAR,,"4,544.00"
MAT1171,TUBO VIDRIO C/100 MCA KENDALL,,292.11
LAB643,FACTOR V MUTACION,,"5,129.25"
MAT150,BRAZALETE P/PAC BLANCO,,218.87
PQAS003-30012015,PAQUETE ABA PRIMERA VEZ,,"1,589.95"
LAB019,CREATININA EN ORINA,,83.82
LAB1024,SODIO SERICO,,340.16
IMA136,RX RODILLA 2 POSICIONES,,448.27
114348,KEPPRA 100 MG/ML SOL INY AMPOLLETAS C/10,MEDICAMENTO,"10,496.66"
LAB635,EXCRECION FRACCIONADA DE SODIO (FENa ó  EFNa),,956.7
MAT1379,VENDA ELASTICA  5 CM LEROY,,29.48
LAB433,BIOPSIA DE VESICULA BILIAR,,"1,061.79"
SER031,CONSULTA TRAUMATOLOGIA Y ORTOPEDIA,,344.82
101121,ARCOXIA 120 MG CPR 7,MEDICAMENTO,766.08
MAT412,ELECTRODOS 5X5 REHABILITACION C/4,,225.34
MAT10002,PERFU-LINE EXT 20 CM PERFU-LINE 8 IN 470100,SERVICIO MEDICO,150
PQAS001-31012015,PAQUETE MAPFRE SUBSECUENTE,,
MAT053,ANGIOCATH 14GX50MM. B-D (insyte),,69.74
MAT889,RECETAS DE NARCOTICOS,,"1,248.00"
100177,ACIDO-FOLICO 5 MG TAB 50,MEDICAMENTO,92.47
SER1632,TRANSFERENCIA O REORGANIZACION DE TEJIDO ADYACENTE MAS DE 30 CM2 INUSUAL O COMPLICADO CUALQUIER ZONA.,,"13,593.07"
SER1345,REDUCCION CERRADA DE FRACTURA DE DIAFISIS DE FALANGES PROXIMAL O MEDIA SIN MANIPULACION,,"1,388.55"
MAT971,SONDA ALIMENTACION 5 FR CORTA K32,,24.11
SER1919,DESCORCHE,,"2,120.00"
IMA168,RX TRANSITO INTESTINAL SEGUIDO A S.E.G.D,,"2,000.96"
MAT968,SOL 2,,640.46
107569,MUCOLIN PED 50 MG GTS 30 ML,MEDICAMENTO,126.89
103751,DOLO-TIAMINAL CAPS 24,MEDICAMENTO,390.52
102203,CARDISPAN 30G FCO 60 ML (LEVOCARNITINA),MEDICAMENTO,494.25
MAT049,ALLIGATOR PINZA 25CM,,638.82
106788,LONACTENE 100 MG AMP 1X1 ML,MEDICAMENTO,732.81
108002,NIMOTOP 10 MG INY 50 ML,MEDICAMENTO,688.8
111769,VILONA CREMA 7.5% CAJA C/TUBO 15G (RIBAVIRINA),MEDICAMENTO,441.8
105626,HIDRASEC 100 MG CAPS 9,MEDICAMENTO,251.94
MATSER125,TORNILLO CORTICAL 3.5 X 50MM,,426.48
MATSER037,BROCA 3.5 MM,,"2,846.88"
106189,KEPPRA SOL 100MG/ML FCO 300ML,MEDICAMENTO,"2,263.77"
110103,SERETIDE-DIS 50/250MG 60 DOSIS,MEDICAMENTO,987.55
SER054,INTERCONSULTA OFTALMOLOGIA,,982.8
SER1596,TENOTOMIA DE FLEXOR DE DEDOS,,"4,510.15"
115047,PIXIRIV 400MG SOL INY (MOXIFLOXACINO),,619.92
LAB529,COAGLUTININAS EN LCR SUERO U ORINA,,"1,168.13"
SER685,ENDOSCOPIAS DE ESOFAGO. ESOFAGOSCOPIA DIAGNOSTICA RIGIDA O FLEXIBLE. CON BIOPSIA SIMPLE O MULTIPLE,,"5,669.00"
SER349,"AUTOTRANSPLANTE RENAL REIMPLANTACION DE RIÑON; (PARA CIRUGIA EXTRACORPOREA (""EN EL BANCO"" ) USE EL AUTOTRASPLANTE COMO EL PROCEDIMIENTO PRIMARIO Y AGREGE EL PROCEDIMIENTO SECUNDARIO (P. EJ. NEFRECTOMIA PARCIAL NEFROLITOTOMIA) Y USE EL MODIFICADOR -51",,"31,330.88"
103045,COUMADIN 5MG TAB 30,MEDICAMENTO,596.96
105687,HISTIACIL-NF 22.5/22.5MG CAPS10,MEDICAMENTO,224.18
IMAEXT063,TC ANGIO EXTREMIDAD SUPERIOR (P),,"2,982.00"
SER1678,VAGINA. COLPECTOMIA CON DRENAJE DE ABSCESO PELVICO,,"5,084.35"
SER040,SERVICIO DE URGENCIAS,,464.57
SER1956,CONTRATORNILLOS,SERVICIO,"27,513.96"
MAT1031,STERIMAR HYPERTONIC 100ML(AGUA DE MAR),,303.55
MAT935,RUSKIN BONE CUTTING FORCEPS 14CM STR HP,,"1,958.02"
SER165,TOMA DE PRESION ARTERIAL,,42.67
MAT794,PAPER-2 Papel Térmico,,492
MAT896,REF 19-270 BUCK CURETTE ANG SHARP SIZE 00,,693.55
112299,XYLOCAINA SPRAY 10G 115ML,MEDICAMENTO,230.38
MAT3315,POLYSORB 2-0 GL-123,OTROS,"1,022.63"
SER603,DEBRIDACION BAJO ANESTESIA (DEL 9% DE SUP. CORPORAL),,"1,795.71"
IMA163,RX TORAX CON PORTATIL 4 POSICIONES,,919.36
SER458,CISTECTOMIA COMPLETA CON CONDUCTO URETEROILEAL O DE VEJIGA A SIGMOIDES INCLUYE ANASTOMOSIS INTESTINAL,,"30,641.82"
MAT1458,HOJA ENFERMERIA URGENCIAS,,5.44
MATSER165,ASA DE POLIPECTOMIA,,678.24
MAT945,SEDA  2/0 SA85-,,"1,447.76"
IMA407,ECO STRESS DOBUTAMINA,,"5,616.00"
LAB523,CITRATOS EN ORINA DE 24 HORAS,,"2,332.75"
105519,GRATEN LI  30 mg c/100 TABLETAS,MEDICAMENTO,918.4
MAT256,CELLPACK,,"6,856.84"
111220,TRADOL GOTAS 100MG/1ML FCO C/10 ML (TRAMADOL),MEDICAMENTO,418.84
MAT100008,CATETER PORTACATH DE 8.5 FRESH BBRAUN,MATERIAL DE CURACION,"8,200.00"
MAT1199,VENDA DE MALLA TUBULAR #2,,194.47
SER1097,MASTECTOMIA RADICAL INCLUYENDO MUSCULO PECTORAL Y NODULOS LINFATICOS AXILARES,,"16,933.91"
SER413,CAUTERIZACION DE CERVIX CRIOCAUTERIZACION,,"1,388.55"
LAB749,IDENTIFICACION DE SUSCEPTIBILIDAD P/MYCOBACTERIAS,,"1,349.19"
MAT1034,STERI-STRIP 3M R1541,,
SER696,ENTEROSTOMIA O CECOSTOMIA TUBO (P. EJ. PARA DESCOMPRESION O ALIMENTACION) (PROCEDIMIENTO SEPARADO).,,"6,316.29"
MAT217,CASCO CEFALICO DESECHABLE MEDIANO,,574
MAT719,MEDIO DE TRANSPORTE C ISOPO COPAN,,737.1
SER1926,IMAGENOLOGIA RX,,
100176,ACIDO-FOLICO 5 MG TAB 20,MEDICAMENTO,75.39
108385,ONGLYZA 5 MG TAB 28          561,MEDICAMENTO,"1,763.00"
SER925,HISTERECTOMIA POR LAPAROSCOPIA,,"17,194.92"
MAT204,CANULA DE GUEDEL 8CM (3),,83.03
SER669,ENDOSCOPIA DE TRACIO BILIAR CON DILATACION DE ESTENOSIS Y COLOCACION DE STENT,,"17,111.40"
LAB776,INTERLEUCINA 8,,"5,783.40"
SER1991,INTERCONSULTA INFECTOLOGO NOCTURNO,,"1,100.00"
MAT1172,TUBOS ROJOS  VACUETTE,,11.12
SER1495,RESECCION RADICAL DE TUMOR (EJ.NEOPLASIA MALIGNA) DE TEJIDO BLANDO DE ANTEBRAZO Y/O MUÑECA.,,"10,732.47"
LAB788,LATEX CON EXTRACTO AMONIACADO IgE,,"1,818.77"
110946,TEMPRA MAST UVA 160MG TAB30,MEDICAMENTO,202.37
MAT927,ROLLO PAPAEL / PLASTICO 30CM X200 M,,"2,915.64"
MAT10013,LANCETAS ACCUCHEK ACTIVE C/100,OTROS,
LAB024,EOSINOFILOS ABSOLUTOS EN SANGRE,,127.57
108596,PARACETAMOL 500 MG TAB 10,,87.4
MAT840,PORTA OBJETOS C/50 MCA CONTEK,,96.1
MATSER028,TUBERIA PARA BOMBA,,"4,325.40"
MAT122,BOLSA AUTOSELLABLE 30 X 46 CM C/100,,"1,000.00"
LAB747,HORMONA LUTEINIZANTE EN SANGRE,,443.89
105202,GALVUS-MET 50/500MG C/30 COMP  ,MEDICAMENTO,671.98
SER1552,SISTEMA AUDITIVO. DRENAJE DE ABSCESO O HEMATOMA EN OIDO EXTERNO,,960.49
111148,TOBREX 0.3% UNG 3.5 GR ,MEDICAMENTO,314.73
LAB996,RENINA,,725.82
LAB283,ANTIGENO DE TUMOR VESICAL,,"2,838.56"
SER1107,MEDIASTINOSCOPIA CON O SIN BIOPSIA,,"5,783.85"
PQ050,HERNIA INGUINAL BIL LAP/GRAL/IH/BCH,SERVICIO,"17,264.00"
108097,NORVAS 5 MG TAB 30           049,MEDICAMENTO,"1,162.76"
SER1849,CUCHILLA/PAD/CANULA ARTROSCOPIA,,
IMAEXT004,RM ext  ABDOMEN INFERIOR,,"2,982.00"
LAB474,CD3 (MARCADOR DE SUPERFICIE),,"1,512.72"
250002803,ERITROLAT 125MG/5ML FRASCO CON POLVO P/60ML(ERITROMISINA),MEDICAMENTO,50.85
SER918,HERNIOPLASTIA LUMBAR,,"10,158.27"
MATSER120,TORNILLO CORTICAL 3.5 x 18mm,,306.56
IMAEXT028,RM ext DE CORAZON FUNCIONAL,,"10,626.61"
100830,AMOXICLAV-BID 200/28.57MGSUSP70ML,MEDICAMENTO,186.96
SER567,CORRECCION DE DEFORMIDAD ANGULAR EN ORTEJO (PROCEDIMIENTO DE TEJIDO BLANDO),,"3,528.77"
250003329,GENKOVA 160MG CAJA C/5 AMP (GENTAMICINA),MEDICAMENTO,173.46
103548,DIELAMIN FA 5 1ML 20MG DAL,MEDICAMENTO,"1,021.55"
SER704,ESOFAGECTOMIA PARCIAL POR VIA TORACOABDOMINAL O ABDOMINAL CON O SIN GASTRECTOMIA PROXIMAL CON ESOFAGOGASTROSTOMIA CON O SIN PILOROPLASTIA,,"32,615.01"
105613,HESTAR 10G/100ML FEXOVAL 500 ML,MEDICAMENTO,436.42
PQ037-15092015,PARTO INTEGRAL,SERVICIO,"14,800.00"
103385,DEXAMETASONA 8 MG/2 ML AMP 3,MEDICAMENTO,171.22
LAB702,HELICOBACTER pylori EN HECES FECALES,,655.32
113541,VANTAL BUCOFARINGEO (BENCIDAMINA) FRASCO 360ML,MEDICAMENTO,246.36
LAB465,CARIOTIPO EN TEJIDO (PIEL CARTILAGO ABO,,"8,503.98"
109990,SECOTEX OCAS 0.4 MG TAB 30,MEDICAMENTO,"1,051.25"
LAB414,BIOPSIA DE TEJIDOS BLANDOS DE REGION OCULAR,,"1,438.38"
102576,CIPROFLOX INY 200MG 100 ML,MEDICAMENTO,351.39
PQAS022-14052015,PAQUETE AXA SUBSECUENTE,,
SER1184,OTOPLASTIA (SERVICIO MEDICO),,"15,346.72"
115055,CEPOBROM 250/4.39MG SUSP C/FCO 100ML (CEFALEXINA/BROMHEXINA),,156.88
SER129,HERIDA SUTURA MENOS DE 3 CM CIRUJANO PLASTICO,,"1,572.05"
IMA114,RX MASTOIDES 4 P (SHUL + STENV O TRANSOR,,649.04
SER1829,ULTRASONIDO URGENCIAS FAST,,"1,144.00"
109491,RANISEN SOLUCION ORAL 4G/100ML FCO C/30 ML (RANITIDINA),MEDICAMENTO,250.28
SER1170,OSTEOTOMIA DE CUBITO,,"9,323.06"
